Symbol,Name,Latest,Change,%Change,High,Low,Volume,"Imp Vol","1M IV","3M IV",IV/HV,"5D/1M IV%","IV Rank","1M IV Rank ","IV Pctl","1M IV Pctl","Options Vol","5D Total Vol","Total OI","Call Open Int","Put Open Int","P/C OI","Exp Move"
TAH27,"Ether Micro",1821,7,+0.39%,1821,1821,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TAU27,"Ether Micro",1874,8,+0.43%,1874,1874,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TAZ27,"Ether Micro",1902,8,+0.42%,1902,1902,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TAM27,"Ether Micro",1847.5,7.5,+0.41%,1847.5,1847.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCQ26,Gold,4136.6,-4.2,-0.10%,4144.6,4118.3,11597,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCN26,Gold,4122.1,-8.5,-0.21%,4125.8,4115,148,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCU26,Gold,4154.6,-0.1,0.00%,4154.6,4140.3,28,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCV26,Gold,4169,-0.7,-0.02%,4169.6,4149.4,83,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCX26,Gold,4186.1,58.9,+1.43%,4186.1,4134.4,5,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCZ26,Gold,4197.2,-4.2,-0.10%,4204.4,4180.2,442,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCF27,Gold,4219.3,59.7,+1.44%,4219.3,4144.9,15,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCG27,Gold,4228.4,-5.6,-0.13%,4230.3,4220.4,32,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCH27,Gold,4248.2,60.5,+1.44%,4248.2,4246.3,76,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
GCJ27,Gold,4257.5,-7.9,-0.19%,4257.5,4257.5,16,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLQ26,"Crude Oil WTI",72.31,0.23,+0.32%,72.42,71.22,8087,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLU26,"Crude Oil WTI",72.11,0.20999999999999,+0.29%,72.23,71.1,4624,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLV26,"Crude Oil WTI",71.63,0.069999999999993,+0.10%,71.86,70.85,1049,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLZ26,"Crude Oil WTI",70.9,0.11,+0.16%,71.03,70.2,1570,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLX26,"Crude Oil WTI",71.33,0.16,+0.22%,71.43,70.55,886,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLG27,"Crude Oil WTI",70.25,0.13,+0.19%,70.26,69.85,170,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLH27,"Crude Oil WTI",69.84,0.010000000000005,+0.01%,69.88,69.35,224,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLJ27,"Crude Oil WTI",69.54,-0.01,-0.01%,69.54,69.28,83,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLK27,"Crude Oil WTI",69.34,0.04,+0.06%,69.39,69.05,62,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
CLF27,"Crude Oil WTI",70.53,0.079999999999998,+0.11%,70.59,70.12,360,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRU26,"Russell 2000 E-Mini",3002.8,-5.6,-0.19%,3008.1,2997.1,3628,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRZ26,"Russell 2000 E-Mini",3021.5,-9.3,-0.31%,3024,3021.5,8,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRH27,"Russell 2000 E-Mini",3059.9,38.1,+1.26%,3059.9,3059.9,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRM27,"Russell 2000 E-Mini",3084.9,38.8,+1.27%,3084.9,3084.9,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRU27,"Russell 2000 E-Mini",3113,38.8,+1.26%,3113,3113,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRZ27,"Russell 2000 E-Mini",3118,38.8,+1.26%,3118,3118,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRM28,"Russell 2000 E-Mini",3170,38.8,+1.24%,3170,3170,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRZ28,"Russell 2000 E-Mini",3222.3,38.8,+1.22%,3222.3,3222.3,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRM29,"Russell 2000 E-Mini",3283.2,38.8,+1.20%,3283.2,3283.2,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
QRZ29,"Russell 2000 E-Mini",3339.2,38.8,+1.18%,3339.2,3339.2,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OYU26,"High Yield Corp Bond",183.78,0.2,+0.11%,183.99,183.41,50,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OYZ26,"High Yield Corp Bond",185.205,0.225,+0.12%,185.41,185.2,44,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OYH27,"High Yield Corp Bond",185.205,0.225,+0.12%,185.205,185.205,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OGU26,"Ivnt Grade Corp Bond",146.705,0.015,+0.01%,147.05,146.67,148,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OGZ26,"Ivnt Grade Corp Bond",148.065,0.03,+0.02%,148.41,148.065,62,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
OGH27,"Ivnt Grade Corp Bond",148.065,0.03,+0.02%,148.065,148.065,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TON26,"10-Year Yield Futures",4.498,0.003,+0.07%,4.507,4.489,21,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZTU26,"2-Year T-Note",103.015625,-0.01171875,-0.01%,103.03125,102.98828125,20139,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZTZ26,"2-Year T-Note",102.959375,0.071875,+0.07%,102.96875,102.846875,12,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZTH27,"2-Year T-Note",102.925,0.071875,+0.07%,102.925,102.925,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
TOQ26,"10-Year Yield Futures",4.48,-0.01,-0.22%,4.499,4.48,8,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
$CHGC,"Cash Copper High Grade",6.215,0.1605,+2.65%,6.215,6.215,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCZ26,Corn,452.75,0.75,+0.17%,452.75,450,7323,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCN26,Corn,427.75,-7.,-1.61%,435,427.75,1196,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCU26,Corn,431.75,0.25,+0.06%,432,429.5,3786,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCH27,Corn,467.75,0.5,+0.11%,467.75,465.5,698,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCK27,Corn,476.75,0.5,+0.10%,476.75,474.25,897,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCN27,Corn,482,0.25,+0.05%,482,479.75,764,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCU27,Corn,473.5,1,+0.21%,473.5,471.5,401,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCZ27,Corn,480.5,1.5,+0.31%,480.5,477.75,537,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCH28,Corn,490.75,0.25,+0.05%,490.75,489.25,8,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZCK28,Corn,497.5,0.5,+0.10%,497.5,497.5,3,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLZ26,"Soybean Oil",68.82,0.19999999999999,+0.29%,68.97,68.5,2396,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLN26,"Soybean Oil",70.45,-0.94,-1.32%,71.15,70.4,236,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLQ26,"Soybean Oil",70.25,0.33,+0.47%,70.42,69.91,1146,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLU26,"Soybean Oil",69.75,0.27,+0.39%,69.93,69.44,1531,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLV26,"Soybean Oil",69.23,0.29,+0.42%,69.32,68.91,803,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLF27,"Soybean Oil",68.66,0.14999999999999,+0.22%,68.84,68.38,308,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLH27,"Soybean Oil",68.43,0.17,+0.25%,68.6,68.11,170,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLK27,"Soybean Oil",67.96,0.05,+0.07%,68.05,67.77,102,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLN27,"Soybean Oil",67.41,0,0.00%,67.64,67.28,63,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZLQ27,"Soybean Oil",66.61,-1.05,-1.55%,67.87,66.52,572,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMZ26,"Soybean Meal",315.4,0,0.00%,315.7,313.7,919,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMN26,"Soybean Meal",319.5,5,+1.59%,319.5,313.9,153,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMQ26,"Soybean Meal",317.2,-0.2,-0.06%,317.4,315.7,599,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMU26,"Soybean Meal",314.2,-0.2,-0.06%,314.3,312.6,391,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMV26,"Soybean Meal",312.1,0,0.00%,312.3,310.4,136,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMF27,"Soybean Meal",317,0,0.00%,317.1,315.2,75,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMH27,"Soybean Meal",318.7,0,0.00%,318.7,317,69,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMK27,"Soybean Meal",320,-0.2,-0.06%,320,318.8,6,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMN27,"Soybean Meal",322.7,0.1,+0.03%,322.7,320.9,29,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZMQ27,"Soybean Meal",322.1,4.1,+1.29%,322.1,316.5,726,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLQ26,"Ethanol Chicago",1.9325,0.0025,+0.13%,1.9325,1.9325,2865,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLN26,"Ethanol Chicago",1.9,-0.0025,-0.13%,1.9,1.9,627,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLU26,"Ethanol Chicago",1.9325,0.0025,+0.13%,1.9325,1.9325,1665,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLV26,"Ethanol Chicago",1.895,0,0.00%,1.895,1.895,546,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ALX26,Aluminum,3347,56.5,+1.72%,3347,3347,19,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLZ26,"Ethanol Chicago",1.77,-0.0025,-0.14%,1.77,1.77,513,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLF27,"Ethanol Chicago",1.7225,-0.005,-0.29%,1.7225,1.7225,150,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLG27,"Ethanol Chicago",1.7325,-0.005,-0.29%,1.7325,1.7325,100,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLH27,"Ethanol Chicago",1.7475,-0.005,-0.29%,1.7475,1.7475,100,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
FLJ27,"Ethanol Chicago",1.7475,-0.005,-0.29%,1.7475,1.7475,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGU26,"High Grade Copper",6.3145,0.048999999999999,+0.78%,6.319,6.24,2852,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGN26,"High Grade Copper",6.215,0.1605,+2.65%,6.237,6.0695,424,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGQ26,"High Grade Copper",6.28,0.045,+0.72%,6.28,6.22,20,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGV26,"High Grade Copper",6.2945,0.158,+2.57%,6.299,6.15,166,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGX26,"High Grade Copper",6.3255,0.157,+2.55%,6.343,6.311,58,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGZ26,"High Grade Copper",6.4075,0.052499999999999,+0.83%,6.4075,6.3315,91,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGF27,"High Grade Copper",6.383,0.157,+2.52%,6.4005,6.357,12,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGG27,"High Grade Copper",6.4135,0.157,+2.51%,6.4305,6.4135,2,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGH27,"High Grade Copper",6.4805,0.0375,+0.58%,6.4805,6.4245,12,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
HGJ27,"High Grade Copper",6.472,0.1575,+2.49%,6.4895,6.472,25,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
VIN26,"S&P 500 VIX",17.5,0.081299999999999,+0.47%,17.56,17.43,951,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZBU26,"30-Year T-Bond",111.4375,0,0.00%,111.53125,111.15625,12416,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZBZ26,"30-Year T-Bond",111.0625,0,0.00%,111.0625,110.875,40,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZBH27,"30-Year T-Bond",110.65625,0.21875,+0.20%,110.65625,110.65625,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZNU26,"10-Year T-Note",109.25,-0.015625,-0.01%,109.296875,109.140625,62585,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZNZ26,"10-Year T-Note",109.09375,-0.015625,-0.01%,109.109375,109,89,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ZNH27,"10-Year T-Note",108.96875,0.265625,+0.24%,108.96875,108.96875,3,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
S!U26,"CFFEX CSI 300 Index",4781.8,91,+1.94%,4804,4665.2,93546,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
S!N26,"CFFEX CSI 300 Index",4836,85.2,+1.79%,4859.2,4720.6,37545,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
S!Q26,"CFFEX CSI 300 Index",4803.8,88,+1.87%,4825,4688,9881,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
S!Z26,"CFFEX CSI 300 Index",4700.4,91.4,+1.98%,4724,4586,16300,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
$SPX,"S&P 500 Index",7543.64,60.93,+0.81%,7546.89,7483.57,0,12.92%,14.51%,14.67%,0.8824043715847,91.50%,14.43%,0.00%,26%,0%,4467577,3674285,22590760,9602542,12988218,1.3525812227637,43.35
ESU26,"S&P 500 E-Mini",7586.25,-2.5,-0.03%,7591.75,7574.5,39903,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESZ26,"S&P 500 E-Mini",7653.5,-2.,-0.03%,7655.25,7642,47,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESH27,"S&P 500 E-Mini",7734,61.25,+0.80%,7734,7734,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESM27,"S&P 500 E-Mini",7807,62,+0.80%,7807,7807,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESU27,"S&P 500 E-Mini",7881.75,65,+0.83%,7881.75,7881.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESZ27,"S&P 500 E-Mini",7954.25,63.25,+0.80%,7954.25,7954.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESH28,"S&P 500 E-Mini",8032.5,64,+0.80%,8032.5,8032.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESM28,"S&P 500 E-Mini",8107.75,62.75,+0.78%,8107.75,8107.75,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESU28,"S&P 500 E-Mini",8181.25,61,+0.75%,8181.25,8181.25,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
ESZ28,"S&P 500 E-Mini",8258.5,65.75,+0.80%,8258.5,8258.5,0,0.00%,0.00%,0.00%,0,0.00%,N/A,N/A,0%,0%,N/A,N/A,N/A,N/A,N/A,N/A,0
